####################################################################################################
# Month: 08Aug                                                                                     #
# Station: CNI                                                                                     #
# Columns are: year    month   day     windspeed (m/s)                                             #
####################################################################################################
year,month,day,windspeed
2009,08,1,4.51832788
2009,08,2,7.10606525
2009,08,3,7.37703975
2009,08,4,3.18508138
2009,08,5,8.92299362
2009,08,6,9.1399975
2009,08,7,4.82859312
2009,08,8,10.12504562
2009,08,9,4.67449988
2009,08,10,2.44940175
2009,08,11,2.855495
2009,08,12,1.46396375
2009,08,13,2.673559
2009,08,14,3.7000575
2009,08,15,3.67874912
2009,08,16,6.665028
2009,08,17,7.742933
2009,08,18,6.885466
2009,08,19,8.44285862
2009,08,20,3.223546
2009,08,21,9.13836362
2009,08,22,4.03121762
2009,08,23,8.81057875
2009,08,24,7.26794212
2009,08,25,5.20741925
2009,08,26,9.09808688
2009,08,27,7.50092025
2009,08,28,3.07310488
2009,08,29,8.94486613
2009,08,30,9.56432625
2009,08,31,10.21281912
